SLUG,PROMOTED_RUN_TITLE,ORGANISATION_TITLE,BUSINESS_MODEL,COUNT_UNIT_ENROLEMENT,UNLIMITED_ENRLEMENTS
governance-of-transformation,Transforming Urban Mobility: Governing the Transformation to Sustainable Systems,EIT Urban Mobility,UpgradedAccess,426,46
artificial-intelligence-for-earth-monitoring,Artificial Intelligence (AI) for Earth Monitoring,EUMETSAT,UpgradedAccess,597,6
hnd731-3,HND731.3 Engaging People in Learning,Deakin University,NoPurchase,788,0
digital-business-ecommerce-marketing-strategy-c,Digital Business E-Commerce and Marketing Strategy (C),Coventry University,NoPurchase,40,0
change-management-core-concepts,Change Management Core Concepts,The University of Glasgow,NoPurchase,204,0
mpl701-4,MPL701.4 Ethics and Leadership Research,Deakin University,NoPurchase,411,0
fmcs1200-2,"FMCS1200.2 In and Beyond the Frame: Aesthetics, Context, Scholarship",The University of Newcastle Australia,NoPurchase,162,0
intro-to-ai,Microsoft Future Ready: Introduction to Artificial Intelligence,"CloudSwyft Global Systems, Inc.",NoPurchase,66,0
dsp-digitalmarketing-ireland,Digital Skills: Digital Marketing,Accenture Skills to Succeed (Ireland),NoPurchase,21,0
fam-genome,Food as Medicine: Food and our Genome,Monash University,PaidForAccess,307,0
information-systems-and-legal-compliance-c,Information Systems and Legal Compliance (C),Coventry University,NoPurchase,53,0
stem-volunteering-communicating,Volunteering in the Classroom: Communication Skills for STEM Volunteers,National STEM Learning Centre,ExpertTrackAccess,10865,130
environmental-ethics-scarcity-conflict,Environmental Challenges: Scarcity and Conflict in the Natural Environment,University of Leeds,UpgradedAccess,22931,204
mindware-critical-thinking-for-the-information-age,Mindware: Critical Thinking for the Information Age,University of Michigan,UpgradedAccess,2179,126
fmcs1200-4,"FMCS1200.4 Analog, Digital, and Beyond: Innovative Audiovisuality and Culture",The University of Newcastle Australia,NoPurchase,161,0
understanding-financial-statements-oc-ibm,Understanding Financial Statements (IBM),Coventry University,NoPurchase,52,0
sit703-2,SIT703.2 Understanding Windows Networks and File Systems,Deakin University,NoPurchase,241,0
welcome-to-introduction-to-health-economics-and-health-technology-assessment,Welcome to Introduction to Health Economics and Health Technology Assessment,The University of Glasgow,NoPurchase,69,0
send-language-speech-and-neurodiversity-secondary,"Planning for Special Educational Needs and Disabilities (SEND) - Language, Speech and Neurodiversity",Coventry University,NoPurchase,184,0
communication-c4,Communication (C4),Coventry University,NoPurchase,158,0
ads701-1,ADS701.1 What is international and community development?,Deakin University,NoPurchase,98,0
leadership-theory-the-basics-ihrm,Leadership Theory: The Basics (MBA IHRM),Coventry University,NoPurchase,20,0
legal-ethical-context-c,The Legal and Ethical Context (C),Coventry University,NoPurchase,16,0
cloudswyft-msft-azure-ai-engineer,Microsoft Future Ready: Designing and Implementing an Azure AI Solution (AI Engineer Associate),"CloudSwyft Global Systems, Inc.",NoPurchase,84,0
introduction-to-nursing-science-01,Introduction to Nursing Science,Coventry University,NoPurchase,122,0
application-layer-and-endpoint-security,Application Layer and Perimeter Security,Coventry University,NoPurchase,97,0
future-happen-review-adapt-adopt,"Making the Future Happen – Review, Adapt and Adopt: the Role of the Individual",Coventry University,NoPurchase,20,0
global-opportunities-and-needs-c,Global Opportunities and Needs (C),Coventry University,NoPurchase,23,0
infrastructureascode,"Microsoft Future Ready: DevOps Development, Implementation and Azure Automation","CloudSwyft Global Systems, Inc.",ExpertTrackAccess,30,0
demo-get-started-with-green-and-sustainable-finance,Get started with green and sustainable finance [demo],FutureLearn Staff,UpgradedAccess,8,0
teaching-and-learning-on-the-digital-production-design-and-development-t-level,"Teaching and Learning on the Digital Production, Design and Development T Level",Education and Training Foundation (ETF),SponsoredAccess,96,0
migration-supply-chain-management-cash-transfer-programming,"Migration, Supply Chain Management and Cash Transfer Programming",Coventry University,NoPurchase,48,0
decision-making-models-game-theory-c,Decision-making Models and Game Theory (C),Coventry University,NoPurchase,30,0
digital-physical-aspects-resilience-security-emerging-technologies,"Digital and Physical Aspects of Resilience, Security and Emerging Technologies",Coventry University,NoPurchase,59,0
success-and-failure-in-entrepreneurship-ef,Success and Failure in Entrepreneurship: Discover the Key to Business Success,Coventry University,NoPurchase,22,0
assessing-designing-and-delivering-effective-communications-oc,"Assessing, Designing and Delivering Effective Communications",Coventry University,NoPurchase,5,0
machine-translation-introduction-to-neural-machine-translation,Machine Translation: Introduction to Neural Machine Translation,Dublin City University,NoPurchase,42,0
introduction-to-nursing-science-06,Introduction to Nursing Science 6,Coventry University,NoPurchase,4,0
tackling-the-climate-crisis,Tackling the Climate Crisis: Innovation from Cuba,The Open University,NoPurchase,23,0
dsp-retail-learners,Digital Skills: Retail,Accenture Skills to Succeed,NoPurchase,30,0
project-risk-and-control-management-a,Project Risk and Control Management (A),Coventry University,NoPurchase,7,0
drivers-strategies-internationalisation-oc,Drivers and Strategies of Internationalisation,Coventry University,NoPurchase,5,0
bird-migration-greek,SUSTAIN  Μετανάστευση Πουλιών,University of Groningen,NoPurchase,8,0
pre-contract-management-for-construction-projects-oc,Pre-Contract Management for Construction Projects: The Basics,Coventry University,NoPurchase,16,0
procurement-strategies-and-tendering-c,Procurement Strategies and Tendering (C),Coventry University,NoPurchase,28,0
data-visualisation-with-python-bokeh-and-advanced-layouts,Data Visualisation with Python: Bokeh and Advanced Layouts,FutureLearn,ExpertTrackAccess,17,0
transforming-healthcare-business-c,Transforming Healthcare Business Proposal: An Introduction (C2),Coventry University,NoPurchase,13,0
esports-teach-out,Esports: Leveling Up Teach-Out,University of Michigan,UpgradedAccess,2,0
international-management-culture-oc,International Management and Culture,Coventry University,NoPurchase,2,0
digital-playground-where-luxury-fashion-is-finding-its-sense-of-humor,Digital Playground: Where Luxury Fashion is Finding its Sense of Humour,The Hopenclass,ExpertTrackAccess,5,0
covid-fundamental-nursing-care-11,A Guide for Nurses on Meeting the Fundamental Care Needs of Hospitalised Patients with COVID-19 (11),University of Exeter,SponsoredAccess,0,0
decision-making-part-1,Decision Making Part 1: The Income Effects of Alternative Cost Accumulation Systems and Break-Even Analysis,Coventry University,NoPurchase,2,0
financialanalysis-eoccs4,Capital Investment Appraisal - EOCCS,Coventry University,UpgradedAccess,1,0
identity-and-the-good-life-sc5,Identity and the Good Life SC5,Coventry University,UpgradedAccess,0,0
orgbehaviour-eoccs1,An Introduction to Organisational Behaviour: How to Understand Your People - EOCCS,Coventry University,UpgradedAccess,2,0
exploring-assessments-at-university,Exploring assessments at university,Coventry University,UpgradedAccess,4,0
do-your-own-climate-change-analysis-with-satellite-data,Do your own Climate Change Analysis with Satellite Data,University of Strathclyde,UpgradedAccess,0,0
understanding-the-impact-of-stigma,Understanding the Impact of Stigma on Addiction Treatment,American Society of Addiction Medicine,ExpertTrackAccess,2,0
contemporary-issues-and-research-methodologies-7069exq-04,Contemporary Issues and Research Methodologies-7069exq-04,Coventry University,UpgradedAccess,0,0
risk-management-communication-personal-capacity-oc,Risk Management: Communication and Personal Capacity,Coventry University,NoPurchase,0,0
orion,In the Night Sky: Orion,The Open University,UpgradedAccess,46649,141
visualizing-womens-work,Visualizing Women's Work: Using Art Media for Social Justice,University of Michigan,UpgradedAccess,318,26
business-of-film,The Business of Film,The Open University,UpgradedAccess,43888,60
hadrians-wall,Hadrian's Wall: Life on the Roman Frontier,Newcastle University,UpgradedAccess,64783,372
end-of-life-care,End of Life Care: Challenges and Innovation,The University of Glasgow,UpgradedAccess,10964,397
creative-problem-solving,Using Creative Problem Solving,National Chiao Tung University,UpgradedAccess,21510,243
how-to-read-your-boss,How to Read Your Boss,The University of Nottingham,UpgradedAccess,46439,2
digital-skills,Digital Skills: Embracing Digital Technology,King's College London,SponsoredAccess,20838,0
spanish-for-beginners-5,Spanish for Beginners 5,The Open University,UpgradedAccess,78971,100
back-skills-training-programme,Cognitive Behavioural Skills to Treat Back Pain: The Back Skills Training (BeST) Programme,University of Oxford,UpgradedAccess,26398,373
report-writing-university-workplace,Report Writing at University and in the Workplace,Coventry University,UpgradedAccess,4977,121
one-health,One Health,University of Basel,UpgradedAccess,9672,88
e-learning-health,Designing E-Learning for Health,The University of Nottingham,UpgradedAccess,13137,3
introduction-pre-contract-management-practices,Pre-Contract Management for Construction Projects: The Basics,Coventry University,UpgradedAccess,1673,49
german-2,German at Work Post-Beginners 2,The Open University,UpgradedAccess,10832,75
training-development-work,Training and Development at Work: An Introduction,Coventry University,UpgradedAccess,2318,122
irish-203-irish-language-and-culture-for-adults,Irish 203: Irish Language and Culture for Adults,Dublin City University,UpgradedAccess,1213,81
covid-global-health-perspectives,COVID-19: Global Health Perspectives,The University of Melbourne ,SponsoredAccess,5733,0
leading-sustainable-org-and-communities,Leading Sustainable Communities and Organisations,The Mind Lab,UpgradedAccess,1269,84
anarchy-in-the-uk,Anarchy in the UK: A History of Punk from 1976-78,University of Reading,UpgradedAccess,1854,76
research-matters,Why Research Matters,Deakin University,UpgradedAccess,962,68
business-continuity-management-crisis-management,Business Continuity Management and Crisis Management: An Introduction,Coventry University,UpgradedAccess,2655,146
organisational-culture-and-influence-in-healthcare,Organisational Culture and Influence in Healthcare,Coventry University,NoPurchase,33,0
early-career-teacher-induction-getting-ready-for-the-early-career-framework-england-,Supporting early career teacher development with the Early Career Framework,UCL (University College London) ,UpgradedAccess,1146,32
data-visualization,Data Visualization for Effective Communication,Hong Kong Baptist University,NoPurchase,920,0
teaching-migration-through-data-and-storytelling,Teaching Migration Through Data and Storytelling,SOAS University of London,UpgradedAccess,637,25
survival-statistics-secrets-for-demystifying-numbers,Survival Statistics: Secrets for Demystifying Numbers,"Royal Holloway, University of London ",UpgradedAccess,2583,91
business-environment-a,The Global Business Environment: Evolution and Dynamics (A),Coventry University,NoPurchase,103,0
data-management-and-visualisation-data-storage-and-privacy,Data Management and Visualisation: Data Storage & Privacy,Dublin City University,NoPurchase,56,0
decision-making-and-leadership-in-change-management-a,Decision-making and Leadership in Change Management (A),Coventry University,NoPurchase,77,0
management-of-change-and-innovative-approaches-to-collaboration,Action learning and problem solving,Anglia Ruskin University,NoPurchase,45,0
how-leaders-develop-a,How do Leaders Develop? (A),Coventry University,NoPurchase,36,0
f4009fd-sc5,Long Term Care,Coventry University,NoPurchase,32,0
business-model-innovation,Business Model Innovation,Coventry University,NoPurchase,166,0
marks-and-spencer-heritage,M&S Heritage Ambassadors: Sharing the M&S Story,University of Leeds,NoPurchase,156,0
the-power-of-microbes-in-the-oral-cavity-and-respiratory-tract-or-mouth-nose-and-throat-discover-the-power-of-your-microbes,"Discover the Power of Microbes in the Mouth, Nose, and Throat",University of Oslo,UpgradedAccess,7,0
launching-and-growing-a-business-in-wellness,Launching and Growing a Business in Wellness,Welltodo,ExpertTrackAccess,33,0
digital-clinical-trials,Digital Tools for Efficient Clinical Trials,University of Southampton,UpgradedAccess,13,0
invitation-to-ex-noguchi-room-preservation-and-utilization-of-cultural-property-in-university,Invitation to Ex-Noguchi Room: Preservation and Utilization of Cultural Properties in Universities――旧ノグチ・ルームへの招待：大学における文化財の保存と活用,Keio University,UpgradedAccess,135,4
